Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
20200415 9:53 AM,51,36,56,VAR,5,0,29.73,0,Partly Cloudy
20200415 10:53 AM,53,36,52,CALM,0,0,29.72,0,Fair
20200415 11:53 AM,56,36,47,VAR,3,0,29.71,0,Fair
20200415 12:53 PM,58,36,44,VAR,6,0,29.69,0,Fair
20200415 1:53 PM,59,35,41,CALM,0,0,29.64,0,Fair
20200415 2:53 PM,62,35,37,CALM,0,0,29.61,0,Fair
20200415 3:53 PM,64,34,33,CALM,0,0,29.58,0,Fair
20200415 4:53 PM,65,35,33,W,5,0,29.55,0,Fair
20200415 5:53 PM,66,32,28,E,9,0,29.55,0,Fair
20200415 6:53 PM,64,34,33,SE,8,0,29.55,0,Fair
20200415 7:53 PM,62,36,38,SE,10,0,29.56,0,Fair
20200415 8:53 PM,60,37,42,ESE,7,0,29.58,0,Fair
20200415 9:53 PM,58,37,46,E,7,0,29.59,0,Fair
20200415 10:53 PM,56,38,51,SE,5,0,29.61,0,Fair
20200415 11:53 PM,54,39,57,SSE,3,0,29.61,0,Fair
20200416 12:53 AM,55,40,57,SE,6,0,29.6,0,Fair
20200416 1:53 AM,54,39,57,SE,5,0,29.59,0,Fair
20200416 2:53 AM,54,40,59,SE,7,0,29.59,0,Fair
20200416 3:53 AM,53,40,61,SE,6,0,29.58,0,Fair
20200416 4:53 AM,52,41,66,ESE,7,0,29.59,0,Fair
20200416 5:53 AM,51,41,68,SE,10,0,29.59,0,Fair
20200416 6:53 AM,50,42,74,ESE,7,0,29.61,0,Fair
20200416 7:53 AM,51,42,71,ESE,8,0,29.63,0,Fair
20200416 8:53 AM,55,42,62,SE,9,0,29.65,0,Fair
20200416 9:53 AM,59,40,49,S,17,25,29.65,0,Fair
20200416 10:53 AM,62,40,44,S,13,22,29.65,0,Fair
20200416 11:53 AM,65,42,43,SSE,14,25,29.63,0,Fair
20200416 12:53 PM,68,43,40,SSE,16,24,29.6,0,Fair
20200416 1:53 PM,70,44,39,SSE,13,22,29.57,0,Fair
20200416 2:53 PM,72,44,37,SSE,17,24,29.54,0,Fair
20200416 3:53 PM,74,42,32,SSE,15,23,29.5,0,Fair
20200416 4:53 PM,73,43,34,SSE,17,24,29.48,0,Fair
20200416 5:53 PM,73,44,35,SSE,16,28,29.47,0,Fair
20200416 6:53 PM,73,44,35,SSE,18,28,29.46,0,Partly Cloudy
20200416 7:53 PM,71,43,36,SSE,14,26,29.46,0,Mostly Cloudy
20200416 8:53 PM,69,42,38,SSE,14,24,29.47,0,Partly Cloudy
20200416 9:53 PM,68,43,40,SSE,13,22,29.48,0,Partly Cloudy
20200416 10:53 PM,65,45,48,SSE,10,21,29.48,0,Partly Cloudy
20200416 11:53 PM,64,47,54,SSE,13,21,29.48,0,Mostly Cloudy
20200417 12:53 AM,64,50,60,S,15,25,29.47,0,Mostly Cloudy
20200417 1:53 AM,63,51,65,S,15,26,29.47,0,Mostly Cloudy
20200417 2:53 AM,62,52,70,SSE,13,0,29.46,0,Mostly Cloudy
20200417 3:53 AM,62,53,72,SSE,10,18,29.43,0,Mostly Cloudy
20200417 4:53 AM,61,53,75,SSE,13,22,29.43,0,Cloudy
20200417 5:53 AM,62,55,78,WSW,5,0,29.49,0,Cloudy
20200417 6:53 AM,63,56,78,VAR,5,0,29.5,0,Cloudy
20200417 7:53 AM,63,56,78,S,6,0,29.51,0,Cloudy
20200417 8:53 AM,64,57,78,S,8,0,29.52,0,Cloudy
20200417 9:53 AM,65,58,78,VAR,6,0,29.53,0,Cloudy
20200417 10:53 AM,66,55,68,NW,18,23,29.55,0,Cloudy
20200417 11:53 AM,58,47,67,NW,20,24,29.59,0,Cloudy
20200417 12:53 PM,55,44,67,NW,16,0,29.59,0,Cloudy
20200417 1:53 PM,54,44,69,NNW,10,0,29.59,0,Cloudy
20200417 2:53 PM,54,43,66,NNW,14,0,29.59,0,Cloudy
20200417 3:53 PM,55,44,67,NNW,13,0,29.58,0,Cloudy
20200417 4:53 PM,56,44,64,NW,16,0,29.59,0,Cloudy
20200417 5:53 PM,55,44,67,N,8,20,29.58,0,Cloudy
20200417 6:53 PM,55,44,67,N,12,0,29.59,0,Cloudy
20200417 7:53 PM,54,43,66,N,7,0,29.59,0,Mostly Cloudy
20200417 8:53 PM,54,42,64,N,7,0,29.59,0,Mostly Cloudy
20200417 9:53 PM,52,42,69,NNE,5,0,29.61,0,Partly Cloudy
20200417 10:53 PM,52,42,69,N,5,0,29.62,0,Partly Cloudy
20200417 11:53 PM,51,41,68,NNE,7,0,29.63,0,Fair
20200418 12:53 AM,49,39,69,VAR,5,0,29.61,0,Fair
20200418 1:53 AM,48,39,71,N,3,0,29.62,0,Partly Cloudy
20200418 2:53 AM,47,39,74,N,5,0,29.61,0,Partly Cloudy
20200418 3:53 AM,46,39,76,NNE,3,0,29.59,0,Fair
20200418 4:53 AM,45,38,76,CALM,0,0,29.59,0,Fair
20200418 5:53 AM,44,38,79,N,3,0,29.59,0,Fair
20200418 6:53 AM,44,38,79,CALM,0,0,29.6,0,Mostly Cloudy
20200418 7:53 AM,46,38,73,NNE,5,0,29.59,0,Mostly Cloudy
20200418 8:53 AM,49,39,69,ENE,6,0,29.61,0,Fair
20200418 9:53 AM,52,40,63,VAR,7,0,29.6,0,Partly Cloudy
20200418 10:53 AM,57,42,57,ESE,8,0,29.59,0,Mostly Cloudy
20200418 11:53 AM,59,44,58,CALM,0,0,29.58,0,Mostly Cloudy
20200418 12:53 PM,63,45,52,VAR,7,0,29.52,0,Mostly Cloudy
20200418 1:53 PM,66,46,48,CALM,0,0,29.48,0,Mostly Cloudy
20200418 2:53 PM,71,48,44,CALM,0,0,29.44,0,Mostly Cloudy
20200418 3:53 PM,70,48,46,E,5,0,29.41,0,Mostly Cloudy
20200418 4:53 PM,70,50,49,SE,12,0,29.37,0,Cloudy
20200418 5:53 PM,68,51,55,SE,8,0,29.35,0,Cloudy
20200418 6:53 PM,67,54,63,SSE,6,0,29.35,0,Cloudy
20200418 7:53 PM,67,54,63,SSE,7,0,29.33,0,Cloudy
20200418 8:53 PM,66,54,65,SSE,7,0,29.33,0,Cloudy
20200418 9:53 PM,65,55,70,SSE,9,0,29.34,0,Cloudy
20200418 10:53 PM,64,56,75,S,7,0,29.34,0,Cloudy
20200418 11:53 PM,64,55,72,S,9,0,29.32,0,Cloudy
20200419 12:53 AM,64,56,75,SSE,7,18,29.3,0,Cloudy
20200419 1:53 AM,64,57,78,S,9,0,29.28,0,Cloudy
20200419 2:53 AM,63,57,81,S,8,0,29.25,0,Cloudy
20200419 3:53 AM,63,58,84,SSE,6,0,29.23,0,Light Drizzle
20200419 4:53 AM,63,59,87,S,7,0,29.22,0,Cloudy
20200419 5:53 AM,63,60,90,S,5,0,29.22,0,Light Drizzle
20200419 6:53 AM,63,60,90,SW,6,16,29.24,0,Fog
20200419 7:53 AM,64,60,87,CALM,0,0,29.22,0,Cloudy
20200419 8:53 AM,65,62,90,SE,5,0,29.21,0,Cloudy
20200419 9:53 AM,68,63,84,SSE,10,0,29.18,0,Mostly Cloudy
20200419 10:53 AM,68,64,87,CALM,0,0,29.18,0,Thunder and Hail
20200419 11:53 AM,69,65,87,SSW,5,0,29.17,0,Cloudy
20200419 12:53 PM,70,66,87,SSE,3,0,29.15,0,Cloudy
20200419 1:53 PM,72,66,81,ESE,6,0,29.13,0,Cloudy
20200419 2:53 PM,74,67,79,ENE,6,0,29.13,0,Cloudy
20200419 3:53 PM,79,67,66,CALM,0,0,29.11,0,Partly Cloudy
20200419 4:53 PM,81,64,56,WNW,7,0,29.1,0,Fair
20200419 5:53 PM,83,63,51,NNW,9,18,29.11,0,Fair
20200419 6:53 PM,80,63,56,NNW,13,18,29.13,0,Fair
20200419 7:53 PM,76,60,58,NNW,15,29,29.17,0,Fair
20200419 8:53 PM,73,58,59,NE,5,0,29.22,0,Fair
20200419 9:53 PM,70,63,78,ENE,9,0,29.26,0,Mostly Cloudy
20200419 10:53 PM,67,58,73,N,9,0,29.3,0,Partly Cloudy
20200419 11:53 PM,63,56,78,NNE,5,0,29.31,0,Fair
20200420 12:53 AM,62,55,78,NNE,5,0,29.32,0,Partly Cloudy
20200420 1:53 AM,61,55,81,NE,5,0,29.31,0,Partly Cloudy
20200420 2:53 AM,60,55,83,NE,6,0,29.29,0,Mostly Cloudy
20200420 3:53 AM,59,55,87,CALM,0,0,29.3,0,Mostly Cloudy
20200420 4:53 AM,57,54,89,ENE,3,0,29.29,0,Mostly Cloudy
20200420 5:53 AM,57,53,87,CALM,0,0,29.32,0,Mostly Cloudy
20200420 6:53 AM,57,54,89,CALM,0,0,29.35,0,Cloudy
20200420 7:53 AM,59,55,87,ENE,5,0,29.38,0,Cloudy
20200420 8:53 AM,59,55,87,E,6,0,29.41,0,Cloudy
20200420 9:53 AM,59,55,87,SE,5,0,29.43,0,Cloudy
20200420 10:53 AM,60,55,83,SSW,6,0,29.45,0,Cloudy
20200420 11:53 AM,63,56,78,WSW,3,0,29.46,0,Cloudy
20200420 12:53 PM,64,57,78,S,3,0,29.44,0,Cloudy
20200420 1:53 PM,69,56,63,VAR,5,0,29.41,0,Mostly Cloudy
20200420 3:53 PM,73,57,57,VAR,3,0,29.34,0,Partly Cloudy
20200420 4:53 PM,75,58,55,SE,5,0,29.34,0,Partly Cloudy
20200420 5:53 PM,76,58,54,E,6,0,29.32,0,Partly Cloudy
20200420 6:53 PM,74,58,57,SSE,9,0,29.32,0,Mostly Cloudy
20200420 7:53 PM,72,59,64,SSE,7,0,29.33,0,Mostly Cloudy
20200420 8:53 PM,70,59,68,E,3,0,29.36,0,Mostly Cloudy
20200420 9:53 PM,69,59,70,E,3,0,29.38,0,Mostly Cloudy
20200420 10:53 PM,68,59,73,ENE,3,0,29.4,0,Mostly Cloudy
20200420 11:53 PM,67,59,76,NE,5,0,29.42,0,Partly Cloudy
20200421 12:53 AM,66,58,75,ENE,3,0,29.43,0,Partly Cloudy
20200421 1:53 AM,65,58,78,ESE,3,0,29.42,0,Partly Cloudy
20200421 2:53 AM,64,58,80,ENE,5,0,29.41,0,Partly Cloudy
20200421 3:53 AM,63,58,84,NE,3,0,29.4,0,Partly Cloudy
20200421 4:53 AM,64,59,84,ESE,6,0,29.41,0,Mostly Cloudy
20200421 5:53 AM,64,58,80,ESE,6,0,29.41,0,Mostly Cloudy
20200421 6:53 AM,64,58,80,E,6,0,29.43,0,Fair
20200421 7:53 AM,65,59,81,E,6,0,29.46,0,Fair
20200421 8:53 AM,68,60,76,ESE,8,0,29.47,0,Fair
20200421 9:53 AM,71,62,73,SE,7,0,29.49,0,Mostly Cloudy
20200421 10:53 AM,75,63,66,E,9,0,29.49,0,Partly Cloudy
20200421 11:53 AM,78,63,60,SSE,13,0,29.48,0,Fair
20200421 12:53 PM,80,64,58,SE,10,18,29.46,0,Mostly Cloudy
20200421 1:53 PM,81,64,56,ESE,14,22,29.43,0,Fair
20200421 2:53 PM,83,63,51,ESE,14,22,29.4,0,Mostly Cloudy
20200421 3:53 PM,84,62,47,SE,16,23,29.38,0,Partly Cloudy
20200421 4:53 PM,84,57,40,SSE,16,25,29.36,0,Mostly Cloudy
20200421 5:53 PM,83,61,47,SSE,17,25,29.35,0,Mostly Cloudy
20200421 6:53 PM,82,60,47,SE,14,21,29.35,0,Mostly Cloudy
20200421 7:53 PM,81,59,47,SE,9,18,29.35,0,Cloudy
20200421 8:53 PM,80,60,50,SE,13,0,29.35,0,Cloudy
20200421 9:53 PM,79,61,54,SSE,13,0,29.35,0,Cloudy
20200421 10:53 PM,79,61,54,SSE,13,0,29.35,0,Cloudy
20200421 11:53 PM,78,61,56,SSE,12,21,29.35,0,Cloudy
20200422 12:53 AM,77,61,58,S,16,26,29.32,0,Cloudy
20200422 1:53 AM,75,58,55,S,13,25,29.29,0,Mostly Cloudy
20200422 2:53 AM,73,57,57,SSE,14,22,29.28,0,Cloudy
20200422 3:53 AM,71,57,61,S,13,24,29.26,0,Mostly Cloudy
20200422 4:53 AM,69,59,70,SSE,14,23,29.27,0,Mostly Cloudy
20200422 5:53 AM,68,60,76,SSE,9,0,29.3,0,Cloudy
20200422 6:53 AM,68,61,78,SE,12,0,29.28,0,Cloudy
20200422 7:53 AM,68,62,81,SE,9,0,29.3,0,Cloudy
20200422 8:53 AM,68,63,84,ESE,6,0,29.31,0,Haze
20200422 9:53 AM,68,64,87,SE,9,0,29.27,0,Light Drizzle
20200422 10:53 AM,69,65,87,SSE,14,23,29.22,0,Cloudy
20200422 11:53 AM,69,66,90,SE,12,0,29.19,0,Cloudy
20200422 12:53 PM,70,67,90,S,12,20,29.16,0,Cloudy
20200422 1:53 PM,73,68,84,S,9,0,29.11,0,Cloudy
20200422 2:53 PM,77,70,79,SSE,14,21,29.08,0,Cloudy
20200422 3:53 PM,81,70,69,VAR,7,21,29.03,0,Mostly Cloudy
20200422 4:53 PM,83,70,65,S,10,23,29,0,Mostly Cloudy
20200422 5:53 PM,85,71,63,SSW,9,29,29,0,Fair
20200422 6:53 PM,88,53,30,W,8,0,29.02,0,Fair
20200422 7:53 PM,84,45,25,W,9,18,29.03,0,Partly Cloudy
20200422 8:53 PM,79,59,50,NW,22,28,29.09,0,Fair / Windy
20200422 9:53 PM,75,56,51,NNW,10,0,29.12,0,Fair
20200422 10:53 PM,71,57,61,NNW,8,0,29.15,0,Fair
20200422 11:53 PM,69,58,68,NW,12,0,29.17,0,Fair
20200423 12:53 AM,67,57,70,NW,8,0,29.18,0,Fair
20200423 1:53 AM,67,57,70,WNW,9,0,29.18,0,Fair
20200423 2:53 AM,66,56,70,W,6,0,29.17,0,Fair
20200423 3:53 AM,65,54,68,WNW,9,0,29.18,0,Fair
20200423 4:53 AM,62,52,70,NW,10,0,29.19,0,Fair
20200423 5:53 AM,62,52,70,NNW,12,0,29.22,0,Fair
20200423 6:53 AM,60,52,75,WNW,5,0,29.24,0,Fair
20200423 7:53 AM,62,53,72,NW,10,0,29.27,0,Fair
20200423 8:53 AM,65,54,68,NW,13,0,29.29,0,Fair
20200423 9:53 AM,69,54,58,NNW,13,0,29.3,0,Fair
20200423 10:53 AM,72,55,55,NNW,10,0,29.31,0,Fair
20200423 11:53 AM,74,52,46,NNW,14,0,29.31,0,Fair
20200423 12:53 PM,76,53,45,NNW,12,21,29.29,0,Fair
20200423 1:53 PM,80,53,39,NNW,9,0,29.27,0,Fair
20200423 2:53 PM,82,50,33,NNW,6,18,29.25,0,Fair
20200423 3:53 PM,83,50,32,NNW,9,0,29.23,0,Fair
20200423 4:53 PM,84,48,28,N,7,0,29.22,0,Fair
20200423 5:53 PM,84,46,26,CALM,0,0,29.21,0,Fair
20200423 6:53 PM,83,45,26,CALM,0,0,29.21,0,Fair
20200423 7:53 PM,79,48,34,SE,8,0,29.21,0,Mostly Cloudy
20200423 8:53 PM,78,52,40,SE,8,0,29.22,0,Mostly Cloudy
20200423 9:53 PM,76,53,45,SE,10,0,29.24,0,Mostly Cloudy
20200423 10:53 PM,74,54,50,SE,9,0,29.24,0,Mostly Cloudy
20200423 11:53 PM,72,53,51,SSE,7,0,29.23,0,Mostly Cloudy
20200424 12:53 AM,71,53,53,S,8,18,29.23,0,Mostly Cloudy
20200424 1:53 AM,71,51,49,SSE,13,21,29.22,0,Partly Cloudy
20200424 2:53 AM,69,52,54,SSE,9,0,29.21,0,Partly Cloudy
20200424 3:53 AM,70,51,51,S,13,20,29.21,0,Mostly Cloudy
20200424 4:53 AM,69,52,54,S,10,0,29.21,0,Mostly Cloudy
20200424 5:53 AM,70,51,51,S,8,20,29.2,0,Mostly Cloudy
20200424 6:53 AM,68,52,56,SSE,9,0,29.21,0,Partly Cloudy
20200424 7:53 AM,67,53,61,SSE,9,0,29.22,0,Fair
20200424 8:53 AM,69,54,58,SSE,9,0,29.23,0,Fair
20200424 9:53 AM,72,55,55,SE,9,0,29.23,0,Mostly Cloudy
20200424 10:53 AM,75,54,48,SE,10,18,29.22,0,Mostly Cloudy
20200424 11:53 AM,80,54,40,SSE,17,26,29.21,0,Fair
20200424 12:53 PM,83,54,37,S,13,24,29.19,0,Fair
20200424 1:53 PM,86,53,32,S,13,21,29.15,0,Fair
20200424 2:53 PM,89,54,30,SW,10,0,29.13,0,Partly Cloudy
20200424 3:53 PM,92,52,26,WSW,9,17,29.11,0,Fair
20200424 4:53 PM,91,50,24,WNW,18,29,29.11,0,Fair
20200424 5:53 PM,87,52,30,WNW,20,32,29.14,0,Fair
20200424 6:53 PM,83,54,37,NW,24,36,29.19,0,Fair / Windy
20200424 7:53 PM,80,53,39,WNW,21,31,29.24,0,Fair / Windy
20200424 8:53 PM,77,49,37,NW,16,0,29.27,0,Fair
20200424 9:53 PM,75,48,38,NW,13,0,29.31,0,Fair
20200424 10:53 PM,73,47,39,NW,15,0,29.35,0,Fair
20200424 11:53 PM,71,49,45,N,13,24,29.38,0,Fair
20200425 12:53 AM,69,47,45,NNW,20,28,29.39,0,Fair
20200425 1:53 AM,65,47,52,NNW,12,0,29.41,0,Partly Cloudy
20200425 2:53 AM,63,47,56,NNW,10,21,29.41,0,Partly Cloudy
20200425 3:53 AM,61,48,62,NNW,15,0,29.43,0,Partly Cloudy
20200425 4:53 AM,60,47,62,N,9,0,29.44,0,Mostly Cloudy
20200425 5:53 AM,59,47,64,NNW,13,0,29.46,0,Mostly Cloudy
20200425 6:53 AM,58,47,67,NW,14,0,29.5,0,Mostly Cloudy
20200425 7:53 AM,60,47,62,NNW,14,0,29.53,0,Mostly Cloudy
20200425 8:53 AM,62,47,58,NNW,10,20,29.56,0,Mostly Cloudy
20200425 9:53 AM,65,48,54,NNW,13,0,29.58,0,Mostly Cloudy
20200425 10:53 AM,67,48,51,NNW,13,0,29.59,0,Mostly Cloudy
20200425 11:53 AM,72,46,40,N,14,21,29.59,0,Partly Cloudy
20200425 12:53 PM,75,46,36,N,12,18,29.58,0,Partly Cloudy
20200425 1:53 PM,77,44,31,N,14,20,29.56,0,Partly Cloudy
20200425 2:53 PM,78,45,31,NNW,12,22,29.54,0,Partly Cloudy
20200425 3:53 PM,78,44,30,NNW,9,23,29.53,0,Mostly Cloudy
20200425 4:53 PM,77,44,31,NNW,14,22,29.53,0,Mostly Cloudy
20200425 5:53 PM,77,41,28,N,13,0,29.54,0,Partly Cloudy
20200425 6:53 PM,77,43,30,N,13,0,29.53,0,Partly Cloudy
20200425 7:53 PM,74,41,30,N,8,0,29.55,0,Fair
20200425 8:53 PM,71,42,35,NNE,5,0,29.57,0,Fair
20200425 9:53 PM,70,42,36,VAR,3,0,29.6,0,Fair
20200425 10:53 PM,64,45,50,CALM,0,0,29.61,0,Fair
20200425 11:53 PM,61,46,58,CALM,0,0,29.62,0,Fair
20200426 12:53 AM,60,47,62,CALM,0,0,29.63,0,Fair
20200426 1:53 AM,59,47,64,CALM,0,0,29.63,0,Fair
20200426 2:53 AM,57,48,72,CALM,0,0,29.62,0,Fair
20200426 3:53 AM,57,48,72,CALM,0,0,29.62,0,Fair
20200426 4:53 AM,56,49,77,CALM,0,0,29.63,0,Fair
20200426 5:53 AM,55,49,80,CALM,0,0,29.64,0,Fair
20200426 6:53 AM,54,49,83,CALM,0,0,29.65,0,Fair
20200426 7:53 AM,60,53,78,CALM,0,0,29.67,0,Partly Cloudy
20200426 8:53 AM,64,52,65,CALM,0,0,29.68,0,Mostly Cloudy
20200426 9:53 AM,70,48,46,SW,5,0,29.69,0,Mostly Cloudy
20200426 10:53 AM,74,47,38,S,5,0,29.7,0,Mostly Cloudy
20200426 11:53 AM,77,44,31,VAR,5,0,29.69,0,Mostly Cloudy
20200426 12:53 PM,80,41,25,ESE,5,0,29.67,0,Partly Cloudy
20200426 1:53 PM,82,40,22,SE,8,20,29.63,0,Mostly Cloudy
20200426 2:53 PM,82,42,24,SE,8,20,29.61,0,Mostly Cloudy
20200426 3:53 PM,83,43,24,SSE,8,18,29.59,0,Mostly Cloudy
20200426 4:53 PM,82,43,25,SE,13,22,29.57,0,Mostly Cloudy
20200426 5:53 PM,81,42,25,SSE,10,0,29.57,0,Mostly Cloudy
20200426 6:53 PM,79,43,28,SSE,8,0,29.56,0,Mostly Cloudy
20200426 7:53 PM,77,44,31,ESE,10,17,29.55,0,Mostly Cloudy
20200426 8:53 PM,75,45,34,SE,7,0,29.55,0,Mostly Cloudy
20200426 9:53 PM,74,45,35,SE,12,22,29.57,0,Mostly Cloudy
20200426 10:53 PM,73,46,38,SE,13,0,29.58,0,Mostly Cloudy
20200426 11:53 PM,72,46,40,SSE,10,17,29.57,0,Mostly Cloudy
20200427 12:53 AM,69,48,47,SE,3,0,29.58,0,Mostly Cloudy
20200427 1:53 AM,69,49,49,SSE,9,20,29.57,0,Mostly Cloudy
20200427 2:53 AM,68,48,49,SSE,12,22,29.54,0,Partly Cloudy
20200427 3:53 AM,67,48,51,SSE,14,26,29.53,0,Fair
20200427 4:53 AM,66,51,59,S,9,0,29.55,0,Fair
20200427 5:53 AM,66,51,59,S,16,23,29.55,0,Partly Cloudy
20200427 6:53 AM,66,53,63,S,12,28,29.55,0,Partly Cloudy
20200427 7:53 AM,66,54,65,S,12,22,29.54,0,Mostly Cloudy
20200427 8:53 AM,69,55,61,S,15,29,29.53,0,Mostly Cloudy
20200427 9:53 AM,73,54,51,SSE,16,25,29.54,0,Mostly Cloudy
20200427 10:53 AM,77,53,43,SSE,15,22,29.59,0,Mostly Cloudy
20200427 11:53 AM,79,52,39,SSE,17,26,29.56,0,Mostly Cloudy
20200427 12:53 PM,81,52,36,SSE,18,37,29.49,0,Mostly Cloudy
20200427 1:53 PM,83,53,36,SSE,17,35,29.46,0,Mostly Cloudy
20200427 2:53 PM,83,52,34,S,20,30,29.44,0,Mostly Cloudy
20200427 3:53 PM,84,52,33,S,16,32,29.43,0,Mostly Cloudy
20200427 4:53 PM,83,54,37,S,16,31,29.4,0,Mostly Cloudy
20200427 5:53 PM,84,55,37,S,13,28,29.39,0,Mostly Cloudy
20200427 6:53 PM,84,55,37,S,21,29,29.4,0,Mostly Cloudy / Windy
20200427 7:53 PM,82,56,41,SSE,8,20,29.39,0,Mostly Cloudy
20200427 8:53 PM,80,59,48,S,12,22,29.4,0,Mostly Cloudy
20200427 9:53 PM,79,60,52,SSE,12,22,29.42,0,Mostly Cloudy
20200427 10:53 PM,77,61,58,SSE,15,22,29.44,0,Cloudy
20200427 11:53 PM,76,61,60,SSE,16,29,29.43,0,Cloudy
20200428 12:53 AM,74,61,64,S,15,25,29.41,0,Cloudy
20200428 1:53 AM,73,61,66,SSE,18,26,29.4,0,Cloudy
20200428 2:53 AM,71,62,73,SSE,12,20,29.4,0,Cloudy
20200428 3:53 AM,71,62,73,SSE,10,0,29.4,0,Cloudy
20200428 4:53 AM,71,63,75,NW,9,0,29.45,0,Light Rain with Thunder
20200428 5:53 AM,70,65,84,S,13,29,29.34,0.1,Thunder
20200428 6:53 AM,68,64,87,SE,7,0,29.35,0,Mostly Cloudy
20200428 7:53 AM,67,61,81,S,3,0,29.37,0,Partly Cloudy
20200428 8:53 AM,71,63,75,S,9,0,29.37,0,Partly Cloudy
20200428 9:53 AM,76,67,74,S,13,26,29.37,0,Mostly Cloudy
20200428 10:53 AM,78,68,71,S,13,21,29.37,0,Cloudy
20200428 11:53 AM,82,68,62,S,13,24,29.36,0,Mostly Cloudy
20200428 12:53 PM,84,67,56,S,15,30,29.33,0,Mostly Cloudy
20200428 1:53 PM,87,67,51,S,15,25,29.29,0,Partly Cloudy
20200428 2:53 PM,89,68,50,S,13,21,29.26,0,Mostly Cloudy
20200428 3:53 PM,89,69,52,S,16,24,29.24,0,Mostly Cloudy
20200428 4:53 PM,88,67,49,S,20,30,29.21,0,Mostly Cloudy
20200428 5:53 PM,88,68,51,S,14,31,29.17,0,Mostly Cloudy
20200428 6:53 PM,87,68,53,S,10,24,29.18,0,Fair
20200428 7:53 PM,85,68,57,S,9,22,29.18,0,Fair
20200428 8:53 PM,84,68,58,S,9,0,29.21,0,Partly Cloudy
20200428 9:53 PM,82,69,65,S,9,0,29.24,0,Cloudy
20200428 10:53 PM,80,70,71,SSE,16,22,29.23,0,Thunder
20200428 11:53 PM,67,63,87,N,12,0,29.33,0.4,T-Storm
20200429 12:53 AM,70,66,87,SW,3,0,29.33,0.1,Thunder
20200429 1:53 AM,69,64,84,NNE,8,0,29.37,0,Cloudy
20200429 2:53 AM,67,61,81,N,6,0,29.35,0,Cloudy
20200429 3:53 AM,66,59,78,N,3,0,29.37,0,Cloudy
20200429 4:53 AM,66,57,73,N,9,20,29.44,0,Cloudy
20200429 5:53 AM,65,50,58,N,8,0,29.47,0,Cloudy
20200429 6:53 AM,64,45,50,N,10,0,29.5,0,Mostly Cloudy
20200429 7:53 AM,63,48,58,NNW,8,0,29.53,0,Mostly Cloudy
20200429 8:53 AM,66,47,50,NNW,8,25,29.55,0,Partly Cloudy
20200429 9:53 AM,71,46,41,NNW,12,0,29.55,0,Fair
20200429 10:53 AM,74,39,28,NNW,16,26,29.57,0,Fair
20200429 11:53 AM,75,35,23,N,20,39,29.57,0,Fair
20200429 12:53 PM,77,36,23,NW,25,35,29.56,0,Fair / Windy
20200429 1:53 PM,78,37,23,NW,18,33,29.53,0,Fair
20200429 2:53 PM,80,35,20,NNW,20,39,29.52,0,Fair
20200429 3:53 PM,80,36,20,N,23,35,29.51,0,Fair / Windy
20200429 4:53 PM,79,36,21,NNW,20,31,29.5,0,Fair
20200429 5:53 PM,77,38,24,NNW,21,31,29.51,0,Fair / Windy
20200429 6:53 PM,76,40,27,NNW,20,30,29.52,0,Fair
20200429 7:53 PM,73,40,30,NNW,10,0,29.52,0,Fair
20200429 8:53 PM,69,43,39,NNW,6,0,29.53,0,Fair
20200429 9:53 PM,68,44,42,N,6,0,29.55,0,Fair
20200429 10:53 PM,65,47,52,NW,7,0,29.57,0,Fair
20200429 11:53 PM,63,47,56,NNW,3,0,29.58,0,Fair
20200430 12:53 AM,63,47,56,NNW,3,0,29.58,0,Fair
20200430 1:53 AM,60,49,67,NNE,3,0,29.58,0,Fair
20200430 2:53 AM,57,48,72,CALM,0,0,29.58,0,Fair
20200430 3:53 AM,57,48,72,CALM,0,0,29.58,0,Fair
20200430 4:53 AM,56,49,77,CALM,0,0,29.58,0,Fair
20200430 5:53 AM,55,49,80,CALM,0,0,29.59,0,Fair
20200430 6:53 AM,54,49,83,CALM,0,0,29.6,0,Fair
20200430 7:53 AM,61,51,70,CALM,0,0,29.61,0,Fair
20200430 8:53 AM,65,51,61,WNW,5,0,29.62,0,Fair
20200430 9:53 AM,69,49,49,NW,5,0,29.63,0,Fair
20200430 10:53 AM,72,46,40,CALM,0,0,29.63,0,Fair
20200430 11:53 AM,74,42,32,CALM,0,0,29.61,0,Fair
20200430 12:53 PM,77,43,30,VAR,3,0,29.59,0,Fair
20200430 1:53 PM,78,43,29,CALM,0,0,29.57,0,Fair
20200430 2:53 PM,80,44,28,W,6,0,29.54,0,Fair
20200430 3:53 PM,82,42,24,VAR,6,0,29.51,0,Fair
20200430 4:53 PM,82,42,24,WSW,6,0,29.48,0,Partly Cloudy
20200430 5:53 PM,82,43,25,CALM,0,0,29.46,0,Mostly Cloudy
20200430 6:53 PM,81,44,27,ESE,12,0,29.45,0,Mostly Cloudy
20200430 7:53 PM,78,47,33,SE,9,0,29.44,0,Mostly Cloudy
20200430 8:53 PM,76,48,37,SSE,9,0,29.45,0,Mostly Cloudy
20200430 9:53 PM,74,49,41,SE,8,0,29.46,0,Mostly Cloudy
20200430 10:53 PM,71,50,47,ESE,8,0,29.46,0,Mostly Cloudy
20200430 11:53 PM,71,51,49,SE,9,0,29.46,0,Mostly Cloudy
